year,decade,rank,title,artist
2000,2000s,11,Higher,Creed
2000,2000s,12,Try Again,Aaliyah
2000,2000s,13,"Jumpin', Jumpin'",Destiny's Child
2000,2000s,14,Thong Song,Sisqó
2000,2000s,15,Kryptonite,3 Doors Down
2000,2000s,16,There You Go,Pink
2000,2000s,17,Music,Madonna
2000,2000s,18,Doesn't Really Matter,Janet Jackson
2000,2000s,19,What a Girl Wants,Christina Aguilera
2000,2000s,20,Back at One,Brian McKnight
2000,2000s,21,Bye Bye Bye,NSYNC
2000,2000s,22,You Sang to Me,Marc Anthony
2000,2000s,24,Get It On Tonite,Montell Jordan
2000,2000s,25,Incomplete,Sisqó
2000,2000s,26,I Try,Macy Gray
2000,2000s,27,It's Gonna Be Me,NSYNC
2000,2000s,28,That's the Way It Is,Celine Dion
2000,2000s,29,Country Grammar (Hot Shit),Nelly
2000,2000s,30,Bring It All to Me,Blaque
2000,2000s,31,Show Me the Meaning of Being Lonely,Backstreet Boys
2000,2000s,32,Hot Boyz,"Missy Elliott featuring Nas, Eve and Q-Tip"
2000,2000s,33,Back Here,BBMak
2000,2000s,34,It Feels So Good,Sonique
2000,2000s,35,Absolutely (Story of a Girl),Nine Days
2000,2000s,36,With Arms Wide Open,Creed
2000,2000s,37,Be with You,Enrique Iglesias
2000,2000s,38,Come On Over Baby (All I Want Is You),Christina Aguilera
2000,2000s,39,No More,Ruff Endz
2000,2000s,40,All the Small Things,Blink-182
2000,2000s,41,The Way You Love Me,Faith Hill
2000,2000s,42,I Turn to You,Christina Aguilera
2000,2000s,43,Never Let You Go,Third Eye Blind
2000,2000s,44,I Need You,LeAnn Rimes
2000,2000s,45,Thank God I Found You,Mariah Carey featuring Joe and 98 Degrees
2000,2000s,46,Let's Get Married,Jagged Edge
2000,2000s,47,My Love Is Your Love,Whitney Houston
2000,2000s,48,Then the Morning Comes,Smash Mouth
2000,2000s,49,Blue (Da Ba Dee),Eiffel 65
2000,2000s,50,Desert Rose,Sting featuring Cheb Mami
2000,2000s,51,The Real Slim Shady,Eminem
2000,2000s,52,Most Girls,Pink
2000,2000s,53,Wifey,Next
2000,2000s,54,Wonderful,Everclear
2000,2000s,55,Oops!... I Did It Again,Britney Spears
2000,2000s,56,I Wanna Love You Forever,Jessica Simpson
2000,2000s,57,Give Me Just One Night (Una Noche),98 Degrees
2000,2000s,58,Take a Picture,Filter
2000,2000s,59,Otherside,Red Hot Chili Peppers
2000,2000s,60,Big Pimpin',Jay-Z featuring UGK
2000,2000s,61,Purest of Pain (A Puro Dolor),Son by Four
2000,2000s,62,He Can't Love U,Jagged Edge
2000,2000s,63,Separated,Avant
2000,2000s,64,I Wish,Carl Thomas
2000,2000s,65,U Know What's Up,Donell Jones
2000,2000s,66,Faded,soulDecision featuring Thrust
2000,2000s,67,Only God Knows Why,Kid Rock
2000,2000s,68,Shake Ya Ass,Mystikal
2000,2000s,69,Bag Lady,Erykah Badu
2000,2000s,70,Meet Virginia,Train
2000,2000s,71,Party Up (Up in Here),DMX
2000,2000s,72,Case of the Ex (Whatcha Gonna Do),Mýa
2000,2000s,73,Forgot About Dre,Dr. Dre featuring Eminem
2000,2000s,74,That's the Way,Jo Dee Messina
2000,2000s,75,Swear It Again,Westlife
2000,2000s,76,The Next Episode,Dr. Dre featuring Snoop Dogg
2000,2000s,77,From the Bottom of My Broken Heart,Britney Spears
2000,2000s,78,Crash and Burn,Savage Garden
2000,2000s,79,Yes!,Chad Brock
2000,2000s,80,The Best Day,George Strait
2000,2000s,81,Where I Wanna Be,Donell Jones
2000,2000s,82,How Do You Like Me Now?!,Toby Keith
2000,2000s,83,My Best Friend,Tim McGraw
2000,2000s,84,Broadway,Goo Goo Dolls
2000,2000s,85,What'chu Like,Da Brat featuring Tyrese
2000,2000s,86,Don't Think I'm Not,Kandi
2000,2000s,87,I Hope You Dance,Lee Ann Womack with Sons of the Desert
2000,2000s,88,Better Off Alone,Alice Deejay
2000,2000s,89,Dance with Me,Debelah Morgan
2000,2000s,90,What About Now,Lonestar
2000,2000s,91,I Like It,Sammie
2000,2000s,92,24/7,Kevon Edmonds
2000,2000s,93,Girl on TV,LFO
2000,2000s,94,Bounce with Me,Lil' Bow Wow featuring Xscape
2000,2000s,95,Cowboy Take Me Away,Dixie Chicks
2000,2000s,96,I Don't Wanna,Aaliyah
2000,2000s,97,Independent Women Part I,Destiny's Child
2000,2000s,98,Gotta Tell You,Samantha Mumba
2000,2000s,99,Waiting for Tonight,Jennifer Lopez
2000,2000s,100,Shackles (Praise You),Mary Mary
2001,2000s,1,Hanging by a Moment,Lifehouse
2001,2000s,2,Fallin',Alicia Keys
2001,2000s,3,All for You,Janet Jackson
2001,2000s,4,Drops of Jupiter (Tell Me),Train
2001,2000s,5,I'm Real (Murder Remix),Jennifer Lopez featuring Ja Rule
2001,2000s,6,If You're Gone,Matchbox Twenty
2001,2000s,7,Let Me Blow Ya Mind,Eve featuring Gwen Stefani
2001,2000s,8,Thank You,Dido
2001,2000s,9,Again,Lenny Kravitz
2001,2000s,10,Independent Women Part I,Destiny's Child
2001,2000s,11,Hit 'Em Up Style (Oops!),Blu Cantrell
2001,2000s,12,It Wasn't Me,Shaggy featuring Rikrok
2001,2000s,13,Stutter,Joe featuring Mystikal
2001,2000s,14,It's Been Awhile,Staind
2001,2000s,15,U Remind Me,Usher
2001,2000s,16,Where the Party At,Jagged Edge with Nelly
2001,2000s,17,Angel,Shaggy featuring Rayvon
2001,2000s,18,Ride wit Me,Nelly featuring City Spud
2001,2000s,19,Follow Me,Uncle Kracker
2001,2000s,20,Peaches & Cream,112
2001,2000s,21,Drive,Incubus
2001,2000s,22,What Would You Do?,City High
2001,2000s,23,Survivor,Destiny's Child
2001,2000s,24,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink"
2001,2000s,25,Ms. Jackson,Outkast
2001,2000s,26,Love Don't Cost a Thing,Jennifer Lopez
2001,2000s,27,The Way You Love Me,Faith Hill
2001,2000s,28,He Loves U Not,Dream
2001,2000s,29,Butterfly,Crazy Town
2001,2000s,30,Put It on Me,Ja Rule featuring Lil' Mo and Vita
2001,2000s,31,Family Affair,Mary J. Blige
2001,2000s,32,I Hope You Dance,Lee Ann Womack
2001,2000s,33,South Side,Moby featuring Gwen Stefani
2001,2000s,34,Don't Tell Me,Madonna
2001,2000s,35,Get Ur Freak On,Missy Elliott
2001,2000s,36,Crazy,K-Ci & JoJo
2001,2000s,37,Fill Me In,Craig David
2001,2000s,38,Someone to Call My Lover,Janet Jackson
2001,2000s,39,With Arms Wide Open,Creed
2001,2000s,40,Case of the Ex (Whatcha Gonna Do),Mýa
2001,2000s,41,All or Nothing,O-Town
2001,2000s,42,Bootylicious,Destiny's Child
2001,2000s,43,I'm Like a Bird,Nelly Furtado
2001,2000s,44,Kryptonite,3 Doors Down
2001,2000s,45,Fiesta,R. Kelly featuring Jay-Z
2001,2000s,46,When It's Over,Sugar Ray
2001,2000s,47,Jaded,Aerosmith
2001,2000s,48,Promise,Jagged Edge
2001,2000s,49,Missing You,Case
2001,2000s,50,Differences,Ginuwine
2001,2000s,51,This I Promise You,NSYNC
2001,2000s,52,Izzo (H.O.V.A.),Jay-Z
2001,2000s,53,Superwoman Pt. II,Lil' Mo featuring Fabolous
2001,2000s,54,Crazy for This Girl,Evan and Jaron
2001,2000s,55,Nobody Wants to Be Lonely,Ricky Martin and Christina Aguilera
2001,2000s,56,I Just Wanna Love U (Give It 2 Me),Jay-Z
2001,2000s,57,One Minute Man,Missy Elliott featuring Ludacris
2001,2000s,58,Danger (Been So Long),Mystikal featuring Nivea
2001,2000s,59,Only Time,Enya
2001,2000s,60,I Do!!,Toya
2001,2000s,61,Never Had a Dream Come True,S Club 7
2001,2000s,62,Stranger in My House,Tamia
2001,2000s,63,Irresistible,Jessica Simpson
2001,2000s,64,Heard It All Before,Sunshine Anderson
2001,2000s,65,The Space Between,Dave Matthews Band
2001,2000s,66,There You'll Be,Faith Hill
2001,2000s,67,Love,Musiq Soulchild
2001,2000s,68,It's Over Now,112
2001,2000s,69,No More (Baby I'ma Do Right),3LW
2001,2000s,70,Turn Off the Light,Nelly Furtado
2001,2000s,71,Ain't Nothing 'bout You,Brooks & Dunn
2001,2000s,72,Play,Jennifer Lopez
2001,2000s,73,I'm Already There,Lonestar
2001,2000s,74,My Baby,Lil' Romeo
2001,2000s,75,Beautiful Day,U2
2001,2000s,76,Austin,Blake Shelton
2001,2000s,77,Southern Hospitality,Ludacris
2001,2000s,78,Grown Men Don't Cry,Tim McGraw
2001,2000s,79,Livin' It Up,Ja Rule featuring Case
2001,2000s,80,Loverboy,Mariah Carey featuring Cameo
2001,2000s,81,Contagious,The Isley Brothers featuring R. Kelly and Chanté Moore
2001,2000s,82,Who I Am,Jessica Andrews
2001,2000s,83,Music,Erick Sermon featuring Marvin Gaye
2001,2000s,84,I Wanna Be Bad,Willa Ford
2001,2000s,85,Don't Happen Twice,Kenny Chesney
2001,2000s,86,One More Day,Diamond Rio
2001,2000s,87,I Wish,R. Kelly
2001,2000s,88,It's a Great Day to Be Alive,Travis Tritt
2001,2000s,89,I'm a Thug,Trick Daddy
2001,2000s,90,Here's to the Night,Eve 6
2001,2000s,91,You Shouldn't Kiss Me Like This,Toby Keith
2001,2000s,92,Get Over Yourself,Eden's Crush
2001,2000s,93,Dance with Me,Debelah Morgan
2001,2000s,94,"So Fresh, So Clean",Outkast
2001,2000s,95,E.I.,Nelly
2001,2000s,96,Be Like That,3 Doors Down
2001,2000s,97,Most Girls,Pink
2001,2000s,98,Oochie Wally,QB Finest featuring Nas and Bravehearts
2001,2000s,99,Hero,Enrique Iglesias
2001,2000s,100,Hemorrhage (In My Hands),Fuel
2002,2000s,1,How You Remind Me,Nickelback
2002,2000s,2,Foolish,Ashanti
2002,2000s,3,Hot in Herre,Nelly
2002,2000s,4,Dilemma,Nelly featuring Kelly Rowland
2002,2000s,5,Wherever You Will Go,The Calling
2002,2000s,6,A Thousand Miles,Vanessa Carlton
2002,2000s,7,In the End,Linkin Park
2002,2000s,8,What's Luv?,Fat Joe featuring Ashanti
2002,2000s,9,U Got It Bad,Usher
2002,2000s,10,Blurry,Puddle of Mudd
2002,2000s,11,Complicated,Avril Lavigne
2002,2000s,12,Always on Time,Ja Rule featuring Ashanti
2002,2000s,13,Ain't It Funny (Murder Remix),Jennifer Lopez featuring Ja Rule
2002,2000s,14,The Middle,Jimmy Eat World
2002,2000s,15,I Need a Girl (Part One),P. Diddy featuring Usher and Loon
2002,2000s,16,U Don't Have to Call,Usher
2002,2000s,17,Family Affair,Mary J. Blige
2002,2000s,18,I Need a Girl (Part Two),"P. Diddy featuring Ginuwine, Loon and Mario Winans"
2002,2000s,19,Gangsta Lovin',Eve featuring Alicia Keys
2002,2000s,20,My Sacrifice,Creed
2002,2000s,21,Without Me,Eminem
2002,2000s,22,Hero,Enrique Iglesias
2002,2000s,23,All You Wanted,Michelle Branch
2002,2000s,24,Get the Party Started,Pink
2002,2000s,25,Hero,Chad Kroeger featuring Josey Scott
2002,2000s,26,Wasting My Time,Default
2002,2000s,27,One Last Breath,Creed
2002,2000s,28,"Whenever, Wherever",Shakira
2002,2000s,29,I'm Gonna Be Alright,Jennifer Lopez featuring Nas
2002,2000s,30,Oh Boy,Cam'ron featuring Juelz Santana
2002,2000s,31,Heaven,DJ Sammy featuring Yanou and Do
2002,2000s,32,Hey Baby,No Doubt featuring Bounty Killer
2002,2000s,33,Girlfriend,NSYNC featuring Nelly
2002,2000s,34,Just a Friend 2002,Mario
2002,2000s,35,Soak Up the Sun,Sheryl Crow
2002,2000s,36,Don't Let Me Get Me,Pink
2002,2000s,37,Nothin',N.O.R.E.
2002,2000s,38,Oops (Oh My),Tweet featuring Missy Elliott
2002,2000s,39,A Moment Like This,Kelly Clarkson
2002,2000s,40,Addictive,Truth Hurts featuring Rakim
2002,2000s,41,Happy,Ashanti
2002,2000s,42,No Such Thing,John Mayer
2002,2000s,43,Just Like a Pill,Pink
2002,2000s,44,Down 4 U,"Ja Rule featuring Ashanti, Charli Baltimore and Vita"
2002,2000s,45,Can't Get You Out of My Head,Kylie Minogue
2002,2000s,46,Superman (It's Not Easy),Five for Fighting
2002,2000s,47,Cleanin' Out My Closet,Eminem
2002,2000s,48,Halfcrazy,Musiq Soulchild
2002,2000s,49,"Lights, Camera, Action!",Mr. Cheeks
2002,2000s,50,Still Fly,Big Tymers
2002,2000s,51,A Woman's Worth,Alicia Keys
2002,2000s,52,7 Days,Craig David
2002,2000s,53,Hey Ma,Cam'ron featuring Juelz Santana and Freekey Zekey
2002,2000s,54,Work It,Missy Elliott
2002,2000s,55,Move Bitch,Ludacris featuring Mystikal and I-20
2002,2000s,56,Can't Fight the Moonlight,LeAnn Rimes
2002,2000s,57,Escape,Enrique Iglesias
2002,2000s,58,More Than A Woman,Aaliyah
2002,2000s,59,Hella Good,No Doubt
2002,2000s,60,I Love You,Faith Evans
2002,2000s,61,Gotta Get thru This,Daniel Bedingfield
2002,2000s,62,"Pass the Courvoisier, Part II",Busta Rhymes featuring P. Diddy and Pharrell
2002,2000s,63,Lose Yourself,Eminem
2002,2000s,64,Butterflies,Michael Jackson
2002,2000s,65,What About Us?,Brandy
2002,2000s,66,Underneath Your Clothes,Shakira
2002,2000s,67,Rainy Dayz,Mary J. Blige featuring Ja Rule
2002,2000s,68,Differences,Ginuwine
2002,2000s,69,If I Could Go!,Angie Martinez featuring Lil' Mo and Sacario
2002,2000s,70,The Whole World,Outkast featuring Killer Mike
2002,2000s,71,Underneath It All,No Doubt featuring Lady Saw
2002,2000s,72,Caramel,City High featuring Eve
2002,2000s,73,Luv U Better,LL Cool J
2002,2000s,74,Gimme the Light,Sean Paul
2002,2000s,75,Gone,NSYNC
2002,2000s,76,Livin' It Up,Ja Rule featuring Case
2002,2000s,77,Rollout (My Business),Ludacris
2002,2000s,78,Here Is Gone,Goo Goo Dolls
2002,2000s,79,No More Drama,Mary J. Blige
2002,2000s,80,Days Go By,Dirty Vegas
2002,2000s,81,Baby,Ashanti
2002,2000s,82,The Good Stuff,Kenny Chesney
2002,2000s,83,We Thuggin',Fat Joe featuring R. Kelly
2002,2000s,84,Good Morning Beautiful,Steve Holy
2002,2000s,85,Rock the Boat,Aaliyah
2002,2000s,86,Drive (For Daddy Gene),Alan Jackson
2002,2000s,87,Standing Still,Jewel
2002,2000s,88,Anything,Jaheim featuring Next
2002,2000s,89,Full Moon,Brandy
2002,2000s,90,Uh Huh,B2K
2002,2000s,91,A New Day Has Come,Celine Dion
2002,2000s,92,Turn Off the Light,Nelly Furtado
2002,2000s,93,Living and Living Well,George Strait
2002,2000s,94,My List,Toby Keith
2002,2000s,95,Hands Clean,Alanis Morissette
2002,2000s,96,Sk8er Boi,Avril Lavigne
2002,2000s,97,Long Time Gone,Dixie Chicks
2002,2000s,98,Where Were You (When the World Stopped Turning),Alan Jackson
2002,2000s,99,Like I Love You,Justin Timberlake
2002,2000s,100,I Do!!,Toya
2003,2000s,1,In da Club,50 Cent
2003,2000s,2,Ignition (Remix),R. Kelly
2003,2000s,3,Get Busy,Sean Paul
2003,2000s,4,Crazy in Love,Beyoncé featuring Jay-Z
2003,2000s,5,When I'm Gone,3 Doors Down
2003,2000s,6,Unwell,Matchbox Twenty
2003,2000s,7,Right Thurr,Chingy
2003,2000s,8,Miss You,Aaliyah
2003,2000s,9,Picture,Kid Rock featuring Sheryl Crow
2003,2000s,10,Bring Me to Life,Evanescence featuring Paul McCoy
2003,2000s,11,Get Low,Lil Jon & The East Side Boyz featuring Ying Yang Twins
2003,2000s,12,Baby Boy,Beyoncé featuring Sean Paul
2003,2000s,13,Shake Ya Tailfeather,"Nelly, P. Diddy and Murphy Lee"
2003,2000s,14,21 Questions,50 Cent featuring Nate Dogg
2003,2000s,15,All I Have,Jennifer Lopez featuring LL Cool J
2003,2000s,16,Beautiful,Christina Aguilera
2003,2000s,17,I Know What You Want,Busta Rhymes and Mariah Carey featuring Flipmode Squad
2003,2000s,18,I'm with You,Avril Lavigne
2003,2000s,19,Drift Away,Uncle Kracker featuring Dobie Gray
2003,2000s,20,Magic Stick,Lil' Kim featuring 50 Cent
2003,2000s,21,P.I.M.P.,50 Cent
2003,2000s,22,"Bump, Bump, Bump",B2K and P. Diddy
2003,2000s,23,Into You,Fabolous featuring Tamia
2003,2000s,24,Can't Let You Go,Fabolous featuring Lil' Mo and Mike Shorey
2003,2000s,25,Mesmerize,Ja Rule featuring Ashanti
2003,2000s,26,Where Is the Love?,Black Eyed Peas
2003,2000s,27,The Game of Love,Santana featuring Michelle Branch
2003,2000s,28,Lose Yourself,Eminem
2003,2000s,29,Rock wit U (Awww Baby),Ashanti
2003,2000s,30,Cry Me a River,Justin Timberlake
2003,2000s,31,How You Gonna Act Like That,Tyrese
2003,2000s,32,Rock Your Body,Justin Timberlake
2003,2000s,33,No Letting Go,Wayne Wonder
2003,2000s,34,Frontin',Pharrell featuring Jay-Z
2003,2000s,35,Landslide,Dixie Chicks
2003,2000s,36,Work It,Missy Elliott
2003,2000s,37,'03 Bonnie & Clyde,Jay-Z featuring Beyoncé
2003,2000s,38,Don't Mess with My Man,Nivea featuring Jagged Edge
2003,2000s,39,So Gone,Monica
2003,2000s,40,Air Force Ones,"Nelly featuring Murphy Lee, Ali, and Kyjuan"
2003,2000s,41,"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee
2003,2000s,42,Beautiful,Snoop Dogg featuring Pharrell and Charlie Wilson
2003,2000s,43,Gossip Folks,Missy Elliott featuring Ludacris
2003,2000s,44,Miss Independent,Kelly Clarkson
2003,2000s,45,Calling All Angels,Train
2003,2000s,46,Damn!,YoungBloodZ featuring Lil Jon
2003,2000s,47,This Is the Night,Clay Aiken
2003,2000s,48,Your Body Is a Wonderland,John Mayer
2003,2000s,49,Headstrong,Trapt
2003,2000s,50,In Those Jeans,Ginuwine
2003,2000s,51,Stand Up,Ludacris featuring Shawnna
2003,2000s,52,The Remedy (I Won't Worry),Jason Mraz
2003,2000s,53,Why Don't You & I,Santana featuring Alex Band
2003,2000s,54,Excuse Me Miss,Jay-Z
2003,2000s,55,Jenny from the Block,Jennifer Lopez featuring Jadakiss and Styles P
2003,2000s,56,Are You Happy Now?,Michelle Branch
2003,2000s,57,Forever and for Always,Shania Twain
2003,2000s,58,I Can,Nas
2003,2000s,59,Underneath It All,No Doubt featuring Lady Saw
2003,2000s,60,If You're Not the One,Daniel Bedingfield
2003,2000s,61,Thoia Thoing,R. Kelly
2003,2000s,62,Here Without You,3 Doors Down
2003,2000s,63,Wanksta,50 Cent
2003,2000s,64,My Love Is Like...Wo,Mýa
2003,2000s,65,It's Five O'Clock Somewhere,Alan Jackson featuring Jimmy Buffett
2003,2000s,66,Like Glue,Sean Paul
2003,2000s,67,Can't Hold Us Down,Christina Aguilera featuring Lil' Kim
2003,2000s,68,My Front Porch Looking In,Lonestar
2003,2000s,69,Angel,Amanda Perez
2003,2000s,70,She Hates Me,Puddle of Mudd
2003,2000s,71,Don't Wanna Try,Frankie J
2003,2000s,72,The Jump Off,Lil' Kim featuring Mr. Cheeks
2003,2000s,73,Intuition,Jewel
2003,2000s,74,Hell Yeah,Ginuwine featuring Baby
2003,2000s,75,Beer for My Horses,Toby Keith featuring Willie Nelson
2003,2000s,76,Holidae In,Chingy featuring Ludacris and Snoop Dogg
2003,2000s,77,Suga Suga,Baby Bash featuring Frankie J
2003,2000s,78,Love of My Life (An Ode to Hip-Hop),Erykah Badu featuring Common
2003,2000s,79,Fighter,Christina Aguilera
2003,2000s,80,Thugz Mansion,2Pac
2003,2000s,81,Clocks,Coldplay
2003,2000s,82,Put That Woman First,Jaheim
2003,2000s,83,Rain on Me,Ashanti
2003,2000s,84,19 Somethin',Mark Wills
2003,2000s,85,"Can't Stop, Won't Stop",Young Gunz
2003,2000s,86,Red Dirt Road,Brooks & Dunn
2003,2000s,87,What Was I Thinkin',Dierks Bentley
2003,2000s,88,Flying Without Wings,Ruben Studdard
2003,2000s,89,Sing for the Moment,Eminem
2003,2000s,90,Have You Forgotten?,Darryl Worley
2003,2000s,91,"No Shoes, No Shirt, No Problems",Kenny Chesney
2003,2000s,92,Come Over,Aaliyah
2003,2000s,93,Sick of Being Lonely,Field Mob
2003,2000s,94,Step in the Name of Love,R. Kelly
2003,2000s,95,I Want You,Thalía featuring Fat Joe
2003,2000s,96,Like a Stone,Audioslave
2003,2000s,97,Don't Know Why,Norah Jones
2003,2000s,98,Superman,Eminem
2003,2000s,99,Real Good Man,Tim McGraw
2003,2000s,100,Say Yes,Floetry
2004,2000s,1,Yeah!,Usher featuring Lil Jon and Ludacris
2004,2000s,2,Burn,Usher
2004,2000s,3,If I Ain't Got You,Alicia Keys
2004,2000s,4,This Love,Maroon 5
2004,2000s,5,The Way You Move,OutKast featuring Sleepy Brown
2004,2000s,6,The Reason,Hoobastank
2004,2000s,7,I Don't Wanna Know,Mario Winans featuring Enya and P. Diddy
2004,2000s,8,Hey Ya!,OutKast
2004,2000s,9,Goodies,Ciara featuring Petey Pablo
2004,2000s,10,Lean Back,Terror Squad featuring Fat Joe and Remy Ma
2004,2000s,11,Tipsy,J-Kwon
2004,2000s,12,Confessions Part II,Usher
2004,2000s,13,Slow Motion,Juvenile featuring Soulja Slim
2004,2000s,14,Freek-a-Leek,Petey Pablo
2004,2000s,15,Here Without You,3 Doors Down
2004,2000s,16,Slow Jamz,Twista featuring Kanye West and Jamie Foxx
2004,2000s,17,Someday,Nickelback
2004,2000s,18,Naughty Girl,Beyoncé
2004,2000s,19,My Immortal,Evanescence
2004,2000s,20,Sunshine,Lil' Flip featuring Lea
2004,2000s,21,Dirt off Your Shoulder,Jay-Z
2004,2000s,22,Move Ya Body,Nina Sky featuring Jabba
2004,2000s,23,Dip It Low,Christina Milian
2004,2000s,24,My Boo,Usher and Alicia Keys
2004,2000s,25,One Call Away,Chingy featuring J-Weav
2004,2000s,26,"Me, Myself and I",Beyoncé
2004,2000s,27,Turn Me On,Kevin Lyttle featuring Spragga Benz
2004,2000s,28,The First Cut Is the Deepest,Sheryl Crow
2004,2000s,29,You Don't Know My Name,Alicia Keys
2004,2000s,30,My Place,Nelly featuring Jaheim
2004,2000s,31,Overnight Celebrity,Twista
2004,2000s,32,Hotel,Cassidy featuring R. Kelly
2004,2000s,33,Numb,Linkin Park
2004,2000s,34,Diary,Alicia Keys featuring Tony! Toni! Toné!
2004,2000s,35,She Will Be Loved,Maroon 5
2004,2000s,36,White Flag,Dido
2004,2000s,37,Heaven,Los Lonely Boys
2004,2000s,38,It's My Life,No Doubt
2004,2000s,39,Pieces of Me,Ashlee Simpson
2004,2000s,40,Leave (Get Out),JoJo
2004,2000s,41,Milkshake,Kelis
2004,2000s,42,Splash Waterfalls,Ludacris
2004,2000s,43,Jesus Walks,Kanye West
2004,2000s,44,Locked Up,Akon featuring Styles P
2004,2000s,45,Stand Up,Ludacris featuring Shawnna
2004,2000s,46,Suga Suga,Baby Bash featuring Frankie J
2004,2000s,47,All Falls Down,Kanye West featuring Syleena Johnson
2004,2000s,48,Toxic,Britney Spears
2004,2000s,49,Salt Shaker,Ying Yang Twins featuring Lil Jon & the East Side Boyz
2004,2000s,50,With You,Jessica Simpson
2004,2000s,51,Meant to Live,Switchfoot
2004,2000s,52,I Like That,"Houston featuring Chingy, Nate Dogg and I-20"
2004,2000s,53,Sorry 2004,Ruben Studdard
2004,2000s,54,My Happy Ending,Avril Lavigne
2004,2000s,55,On Fire,Lloyd Banks
2004,2000s,56,Roses,OutKast
2004,2000s,57,Walked Outta Heaven,Jagged Edge
2004,2000s,58,Lose My Breath,Destiny's Child
2004,2000s,59,My Band,D12
2004,2000s,60,I'm Still in Love with You,Sean Paul featuring Sasha
2004,2000s,61,Through the Wire,Kanye West
2004,2000s,62,Why?,Jadakiss featuring Anthony Hamilton
2004,2000s,63,Fuck It (I Don't Want You Back),Eamon
2004,2000s,64,Read Your Mind,Avant
2004,2000s,65,Game Over (Flip),Lil' Flip
2004,2000s,66,One Thing,Finger Eleven
2004,2000s,67,Headsprung,LL Cool J
2004,2000s,68,Damn!,YoungBloodZ featuring Lil Jon
